name,stock,year,KOSPI,fnd_year,fiscal,ind,big4,forn,own,c_asset,inv,asset,sales,cogs,dep,tax,rec,ni,ocf,cash,tan,land,cip,intan,liab,c_liab,pti,total,equit,lag_asset,lag_liab,lag_equit,lag_sales,lag_total,lag1_ni,lag_c_asset,lag_c_liab,SIZE,LEV,CUR,GRW,ROA,ROE,CFO,PPE,AGE,INVREC,MB,TQ,LOSS,GETR,CETR,GETR3,CETR3,GETR5,CETR5,TSTA,TSDA,A_GETR,A_CETR,A_GETR3,A_CETR3,A_GETR5,A_CETR5
KISCO홀딩스,1940,2020,1,1957,12,24,0,0.0991,0.4545,99507885000,0,5.68E+11,14276673000,0,56421000,205492000,0,12607376000,12205109000,30260491000,3000,0,0,0.002712994,577341000,351413000,12726506000,2.62E+11,5.68E+11,5.65E+11,655207000,5.64E+11,14194673000,2.36E+11,12938277000,95747749000,301484000,27.06019479,0.026000464,33.03889114,0.005776815,0.022311637,0.022337538,0.021599733,0.000156144,4.158883083,0,0.462043324,0.46258973,0,0.009360778,0.006782851,0.009912918,0.005988666,0.011973219,0.011950996,-0.038471057,-0.038624159,-0.200603118,-0.205627556,-0.209675081,-0.211277375,-0.206260638,-0.203776828
KISCO홀딩스,1940,2021,1,1957,12,24,0,0.1043,0.4545,87418221000,0,5.58E+11,14673671000,0,37961000,191095000,0,11647077000,10628153000,302936000,3000,0,0,0.002696979,1294044000,563157000,12728260000,2.69E+11,5.57E+11,5.68E+11,577341000,5.68E+11,14276673000,2.62E+11,12607376000,99507885000,351413000,27.06611534,0.026000464,33.03889114,0.027807459,0.020490493,0.020511327,0.018697918,0.000156144,4.17438727,0,0.482798576,0.483997764,0,0.084943504,0.068147021,0.00948839,0.005363089,0.02371091,0.02224828,-0.040480905,-0.040306424,-0.125020392,-0.144263387,-0.210099609,-0.211902952,-0.194522947,-0.193479544
KISCO홀딩스,1940,2022,1,1957,12,24,0,0.0694,0.5192,57343315000,0,5.60E+11,16758939000,0,24720000,351577000,0,11667619000,7107959000,463513000,35107000,0,0,0.00274676,1422795000,980568000,13170485000,2.53E+11,5.59E+11,5.58E+11,1294044000,5.57E+11,14673671000,2.69E+11,11647077000,87418221000,563157000,27.04782581,0.026000464,33.03889114,0.142109497,0.020905509,0.020954093,0.012735718,0.000156144,4.189654742,0,0.453028064,0.454417163,0,0.11410863,0.008763155,0.047154745,0.03746705,0.046334786,0.019139967,-0.046473401,-0.044418661,-0.095855266,-0.203647253,-0.172433254,-0.179798991,-0.171899072,-0.196587857
KISCO홀딩스,1940,2023,1,1957,12,24,1,0.0633,0.5133,60867484000,0,5.62E+11,22078629000,0,61132000,397514000,0,20714637000,21011664000,262043000,37357000,0,0,0.002736326,1976105000,1831010000,19674577000,3.85E+11,5.60E+11,5.60E+11,1422795000,5.59E+11,16758939000,2.53E+11,11667619000,57343315000,980568000,27.05163159,0.026000464,33.03889114,0.317424033,0.036974559,0.037068699,0.037504737,0.000156144,4.204692619,0,0.687638535,0.688737134,0,0,0.011041915,0.099775066,0.037948094,0.025064542,0.018754203,-0.025522524,-0.026104605,-0.209963896,-0.201368493,-0.119812933,-0.179317948,-0.193169316,-0.196973621
KISCO홀딩스,1940,2024,1,1957,12,24,1,0.0571,0.5582,49657733000,0,5.53E+11,24829738000,0,48980000,395781000,0,21391806000,20670455000,2249154000,96206000,0,71100000,0.002728436,700764000,552542000,21349066000,3.23E+11,5.52E+11,5.62E+11,1976105000,5.60E+11,22078629000,3.85E+11,20714637000,60867484000,1831010000,27.05451921,0.026000464,33.03889114,0.124605065,0.038073171,0.03820755,0.036789309,0.000156144,4.219507705,0,0.584427946,0.584954394,0,0,0,0.014090581,0.010128159,0.020344024,0.01615057,-0.023965988,-0.023977822,-0.209963896,-0.212410408,-0.205497418,-0.207137883,-0.197889833,-0.199577255
코오롱,2020,2011,1,1957,12,71,1,0.1808,0.5262,6215853000,0,9.98E+11,54420816000,4429460000,2291190000,908107000,705192000,7353891000,14176742000,812226000,2634886000,0,0,0.025351924,3.87E+11,2.70E+11,9814349000,2.41E+11,6.11E+11,8.25E+11,2.27E+11,5.98E+11,37020621000,3.98E+11,2502577000,6445198000,1.57E+11,27.43870495,0.275546401,0.188747433,0.470013591,0.008913311,0.012303494,0.017182972,0.003193623,4.007333185,0.000854731,0.394325802,0.629247651,0,0.250700072,0,0.051219174,0.084757022,0.153574332,0.041816506,0.036464316,0.036444409,0.062047323,-0.196004849,-0.143397374,-0.120397393,-0.052607348,-0.181573437
코오롱,2020,2012,1,1957,12,71,1,0.1641,0.5255,21102519000,0,1.06E+12,58723557000,4771075000,2416239000,1105666000,1685584000,12201108000,12033576000,7033888000,2670703000,0,0,0.020055333,4.39E+11,3.04E+11,14007919000,2.23E+11,6.16E+11,9.98E+11,3.87E+11,6.11E+11,54420816000,2.41E+11,7353891000,6215853000,2.70E+11,27.62944432,0.387868345,0.188747433,0.07906425,0.012220362,0.019963617,0.012052565,0.002674917,4.025351691,0.001688244,0.362546035,0.627769718,0,0.128984969,0.104667724,0.429509478,0.529152181,0.117660553,0.050205883,0.02177229,0.024594012,-0.05966778,-0.091337125,0.234892931,0.323997765,-0.088521128,-0.17318406
코오롱,2020,2013,1,1957,12,71,1,0.1614,0.5254,13035713000,0,1.13E+12,62686234000,4866101000,2467766000,979125000,1240727000,13509633000,15355233000,6430972000,2708796000,0,0,0.01701323,5.09E+11,3.18E+11,17638176000,2.14E+11,6.25E+11,1.06E+12,4.39E+11,6.16E+11,58723557000,2.23E+11,12201108000,21102519000,3.04E+11,27.68488347,0.416067194,0.188747433,0.067480194,0.012801222,0.021922423,0.014550043,0.002566754,4.043051268,0.001175666,0.342534018,0.637560304,0,0.234068591,0.09645232,0.179129418,0.061546491,0.093223209,0.082435614,0.026005027,0.027858453,0.045415842,-0.099552528,-0.01548713,-0.143607924,-0.112958472,-0.14095433
코오롱,2020,2021,1,1957,12,71,1,0.1085,0.5214,17856123000,0,1.23E+12,63307700000,0,2772288000,1155126000,382622000,-1859591000,14935761000,1176944000,9520952000,3367356000,0,0.008147745,7.14E+11,4.28E+11,3063539000,4.40E+11,5.12E+11,1.17E+12,6.46E+11,5.20E+11,54000329000,2.91E+11,26552947000,24594844000,4.93E+11,27.78472691,0.554307647,0.188747433,0.172357672,-0.001594644,-0.003577904,0.012807778,0.005276858,4.17438727,0.000328108,0.858889299,0.94109779,0,1,0.941180445,0,0.029192549,0.484366974,1,-0.010944011,-0.012952582,0.763521024,0.745175597,-0.194616548,-0.175961867,0.278185293,0.771178544
코오롱,2020,2022,1,1957,12,71,1,0.0929,0.5214,40572394000,0,1.37E+12,70587540000,0,2978310000,1613813000,451786000,24941873000,12916139000,33995110000,10094416000,3474932000,249000000,0.007035848,8.38E+11,5.30E+11,22594643000,2.95E+11,5.32E+11,1.23E+12,7.14E+11,5.12E+11,63307700000,4.40E+11,-1859591000,17856123000,4.28E+11,27.83512164,0.582581551,0.188747433,0.114991383,0.020337114,0.048721168,0.010531567,0.005194368,4.189654742,0.000368377,0.553303853,0.826505111,1,0,0.026678625,0.274134575,0.084756361,0,0.421346844,-0.017016029,-0.01176499,-0.177311854,-0.142827821,0.098186398,-0.087848463,-0.167842203,0.215023726
코오롱,2020,2023,1,1957,12,71,1,0.0793,0.5214,19248966000,0,1.57E+12,83930224000,0,1018138000,1674950000,300481000,15158343000,6202639000,6390175000,10652880000,4617232000,48844000,0.005625428,9.09E+11,6.41E+11,19790639000,2.35E+11,6.66E+11,1.37E+12,8.38E+11,5.32E+11,70587540000,2.95E+11,24941873000,40572394000,5.30E+11,27.94628964,0.611604241,0.188747433,0.189023219,0.01105942,0.028474616,0.004525402,0.00436793,4.204692619,0.000219229,0.35220533,0.726065829,0,0.234065004,0.007394708,0.100392927,0.135868434,0.062695503,0.05842105,-0.0129123,-0.008581825,0.05675315,-0.162111738,-0.075555249,-0.03673639,-0.1051467,-0.147902067
아세아,2030,2011,1,1957,12,71,1,0.0773,0.3102,2.17E+11,32830729000,9.29E+11,3.21E+11,2.72E+11,276784000,1067422000,1.38E+11,9551609000,-8811626000,41873520000,3.44E+11,1.85E+11,2666542000,0.022097198,2.10E+11,95756957000,12512297000,1.73E+11,7.19E+11,9.46E+11,1.94E+11,7.52E+11,2.81E+11,2.17E+11,2700074000,1.91E+11,62998287000,27.57512016,0.204787276,3.031020177,0.142249921,0.010100759,0.012701959,-0.009318232,0.165105452,4.007333185,0.181063964,0.241270976,0.4147936,0,0.23662226,0.01418069,0.179933415,0,0.059482565,0.00179282,0.04068187,0.050292869,0.047969512,-0.181824159,-0.014683133,-0.205154415,-0.146699116,-0.221597123
아세아,2030,2012,1,1957,12,71,1,0.0599,0.3093,2.35E+11,40061093000,9.07E+11,3.48E+11,2.80E+11,495737000,1157980000,1.28E+11,13811286000,40351094000,28040000000,3.41E+11,1.77E+11,4630462000,0.032519755,2.03E+11,81481940000,16564728000,2.87E+11,7.04E+11,9.29E+11,2.10E+11,7.19E+11,3.21E+11,1.73E+11,9551609000,2.17E+11,95756957000,27.55707243,0.225944306,2.265163783,0.084020683,0.014871324,0.019212214,0.043448103,0.171844222,4.025351691,0.181088221,0.407093225,0.539659865,0,0.166223194,0.225302885,0.163609676,0.012112886,0.170660263,0.050976832,0.078589419,0.053483111,-0.022429555,0.029298036,-0.031006872,-0.193041529,-0.035521417,-0.172413112
아세아,2030,2013,1,1957,12,71,1,0.0741,0.3096,33751660000,0,3.06E+11,2.92E+11,2.21E+11,430284000,1485561000,1007728000,23559663000,51498754000,32722210000,1230609000,0,822445000,1.98E-06,44855226000,10764562000,37512554000,1.82E+11,2.61E+11,9.07E+11,2.03E+11,7.04E+11,3.48E+11,2.87E+11,13811286000,2.35E+11,81481940000,27.53350425,0.223587663,2.880946134,-0.160327358,0.02597288,0.033452431,0.056773773,0.000449972,4.043051268,0.00111095,0.696460025,0.740963813,0,0.371952574,0.268409877,0.19651701,0.134453714,0.254870379,0.136297052,0.075163367,0.028125427,0.191722114,0.086366077,0.022653418,-0.061967773,0.07262413,-0.079996404
아세아,2030,2014,1,1957,12,71,1,0.1091,0.4307,29127090000,0,3.94E+11,14313979000,5953259000,360000,42506000,966438000,6769125000,-4332756000,7887729000,510876000,0,0,0.001541363,30714814000,974818000,7805976000,3.24E+11,3.64E+11,3.06E+11,44855226000,2.61E+11,2.92E+11,1.82E+11,23559663000,33751660000,10764562000,26.44664495,0.146615904,3.135442018,-0.712353637,0.022125881,0.025927224,-0.01416225,0.001669873,4.060443011,0.003158945,0.891949156,0.900366658,0,0.132827849,1,0.308934406,0.255205522,0.26315666,0.317058514,-0.109275895,-0.090437257,-0.047402611,0.8179562,0.135070814,0.058784036,0.080910411,0.100765058
아세아,2030,2015,1,1957,12,71,1,0.0862,0.4307,36222404000,0,4.00E+11,15312734000,6013678000,0,8880000,977266000,6926856000,10601732000,15109321000,466996000,0,0,0.001210303,32894800000,1696111000,8324657000,2.23E+11,3.67E+11,3.94E+11,30714814000,3.64E+11,14313979000,3.24E+11,6769125000,29127090000,974818000,26.70029968,0.07790316,29.87951597,0.069774798,0.01756885,0.019053151,0.026889579,0.00118446,4.077537444,0.002478677,0.609107747,0.64126974,0,0.167910942,0.112132908,0.330764083,0.449164238,0.267185884,0.304622587,0.06541218,0.067023491,-0.012319518,-0.069910892,0.156900491,0.252742752,0.084939636,0.088329131
아세아,2030,2016,1,1957,12,71,1,0.0772,0.4307,42828843000,0,4.06E+11,14936289000,6135761000,0,9316000,1156654000,6723577000,9653061000,21981242000,3368331000,2013291000,0,0.001197888,34696122000,10250388000,7822002000,2.26E+11,3.71E+11,4.00E+11,32894800000,3.67E+11,15312734000,2.23E+11,6926856000,36222404000,1696111000,26.71422697,0.082278409,21.35615181,-0.024583788,0.016817406,0.018325172,0.024144804,0.003389306,4.094344562,0.002893091,0.607674192,0.641195867,0,0.140427604,0.16915337,0.150933444,0.695582808,0.25938013,0.337615763,0.057916678,0.060055754,-0.039802856,-0.01289043,-0.022930147,0.499161322,0.077133881,0.121322307
아세아,2030,2017,1,1957,12,71,1,0.0763,0.4307,60308416000,0,4.18E+11,18052232000,6058784000,0,9723000,1433539000,17701650000,11469711000,23853437000,3295101000,2013291000,0,0.001236663,37205665000,6934664000,22025733000,2.51E+11,3.81E+11,4.06E+11,34696122000,3.71E+11,14936289000,2.26E+11,6723577000,42828843000,10250388000,26.72979415,0.085443462,4.178265545,0.208615607,0.043592487,0.047665164,0.028245572,0.003156615,4.110873864,0.003530266,0.658948575,0.689310861,0,0.19631955,0.051084384,0.154597059,0.139755599,0.261226604,0.284308993,0.070763931,0.079795573,0.007666801,-0.144920465,-0.040019488,-0.065398816,0.055044923,0.06091905
아세아,2030,2018,1,1957,12,71,1,0.0638,0.4307,16501328000,0,4.20E+11,18687927000,6225934000,24350000,13046000,1335076000,8941192000,6508343000,4967718000,3917146000,2403849000,0,0.001182438,33293436000,11333550000,10812365000,2.48E+11,3.86E+11,4.18E+11,37205665000,3.81E+11,18052232000,2.51E+11,17701650000,60308416000,6934664000,26.75855888,0.089025538,8.696660141,0.035214205,0.021394442,0.023485226,0.015573132,0.00362101,4.127134385,0.003194563,0.640752635,0.669251093,0,0.173058716,0.520522106,0.181672311,0.082025956,0.171301416,0.339783517,-0.062290751,-0.056392415,-0.015594033,0.324517257,-0.012944237,-0.123128459,-0.034880264,0.116393574
아세아,2030,2019,1,1957,12,71,1,0.0525,0.4307,26520515000,0,4.28E+11,21035020000,6410333000,29220000,13593000,1490940000,10595732000,13237955000,6818799000,3802736000,2403849000,0,0.001159226,34739061000,5818335000,12958841000,2.27E+11,3.93E+11,4.20E+11,33293436000,3.86E+11,18687927000,2.48E+11,8941192000,16501328000,11333550000,26.76278732,0.07932823,1.455971695,0.12559408,0.025246438,0.027421757,0.031542059,0.003333126,4.143134726,0.003552461,0.57721981,0.61156676,0,0.182354965,0.087411212,0.188660622,0.205652776,0.178462204,0.163738955,-0.034101658,-0.031639622,-0.006297784,-0.108593637,-0.005955926,0.00049836,-0.027719477,-0.059650989
아세아,2030,2020,1,1957,12,71,1,0.0389,0.4307,21850313000,0,4.28E+11,20343361000,6477533000,37302000,22079000,1293551000,9321305000,11154460000,10201723000,6608729000,4863069000,0,0.001650991,35052825000,12759068000,12414845000,1.98E+11,3.93E+11,4.28E+11,34739061000,3.93E+11,21035020000,2.27E+11,10595732000,26520515000,5818335000,26.78146975,0.081240679,4.55809351,-0.032881309,0.02179878,0.023726323,0.026085792,0.004082396,4.158883083,0.003025095,0.504334332,0.544908004,0,0.249180719,0.206638987,0.178126554,0.284412284,0.193087975,0.178310282,-0.038894833,-0.03611218,0.06052797,0.010634139,-0.016489994,0.079257869,-0.013093706,-0.045079662
아세아,2030,2021,1,1957,12,71,1,0.0552,0.4297,32493131000,0,4.33E+11,21278548000,6734287000,52299000,40742000,2219724000,14044258000,10455082000,19081762000,6536533000,4863069000,18148000,0.000841667,31002497000,13121665000,12346315000,2.80E+11,4.02E+11,4.28E+11,35052825000,3.93E+11,20343361000,1.98E+11,9321305000,21850313000,12759068000,26.78290429,0.081856936,1.71253206,0.045970132,0.032796784,0.035720777,0.024415178,0.003865568,4.17438727,0.005183599,0.6972313,0.718897431,0,0,0.194737053,0.215051491,0.145747015,0.141074691,0.182199778,-0.052061293,-0.044653076,-0.188652749,-0.001267796,0.020434943,-0.0594074,-0.06510699,-0.041190165
아세아,2030,2022,1,1957,12,71,1,0.0413,0.4296,33426836000,0,4.31E+11,23969901000,7339045000,49375000,44350000,1607149000,12031211000,13831359000,22256050000,6444264000,4863069000,23148000,0.001361176,31039908000,9462100000,14480167000,2.88E+11,4.00E+11,4.33E+11,31002497000,4.02E+11,21278548000,2.80E+11,14044258000,32493131000,13121665000,26.79455246,0.07156001,2.476296339,0.126481986,0.027770459,0.029910882,0.031925564,0.003596286,4.189654742,0.003709624,0.720066195,0.740218626,0,0.169124845,0.160914926,0.056362343,0.20070449,0.128209986,0.223139324,-0.032572466,-0.030011647,-0.019527904,-0.035089923,-0.138254204,-0.004449925,-0.077971694,-0.00025062
아세아,2030,2023,1,1957,12,71,1,0.0725,0.4407,29905585000,0,4.27E+11,28549727000,7436809000,26885000,22561000,2006074000,16824191000,15301108000,22858653000,6402126000,4863069000,18148000,0.001361907,27801438000,4040805000,18070719000,3.99E+11,4.00E+11,4.31E+11,31039908000,4.00E+11,23969901000,2.88E+11,12031211000,33426836000,9462100000,26.78976779,0.071989988,3.532707961,0.191065704,0.039019874,0.042046825,0.035487431,0.003527402,4.204692619,0.004652631,0.999711144,0.999729936,0,0.068980543,0.175049316,0.02799521,0.176480837,0.106077927,0.165015222,-0.034594701,-0.029018955,-0.119672206,-0.020955533,-0.166621338,-0.028673578,-0.100103754,-0.058374722
아세아,2030,2024,1,1957,12,71,1,0.0825,0.4483,44222652000,0,4.36E+11,31968090000,0,18852000,60690000,2524172000,17558831000,18129713000,39589269000,6298764000,4863069000,18148000,0.001369452,30523070000,17653413000,18745637000,5.28E+11,4.05E+11,4.27E+11,27801438000,4.00E+11,28549727000,3.99E+11,16824191000,29905585000,4040805000,26.78086884,0.065055453,7.400897841,0.119733649,0.04108772,0.043946692,0.042423586,0.003317064,4.219507705,0.00590657,1.302359738,1.281191241,0,0.063311052,0.073135045,0.113529444,0.168761674,0.082541129,0.155592184,-0.024735848,-0.020511075,-0.125341697,-0.122869804,-0.081087103,-0.036392742,-0.123640552,-0.06779776
비비안,2070,2012,1,1957,12,14,0,0.0001,0.7588,98256054000,46264089000,2.10E+11,1.95E+11,80512805000,2056178000,811042000,32597903000,3381217000,-4118855000,2412660000,55369636000,28757944000,730000000,0.009618241,58875189000,52327740000,4649635000,49449000000,1.51E+11,1.93E+11,43670531000,1.50E+11,1.88E+11,60438000000,8476070000,1.07E+11,37986239000,25.98712347,0.226008176,2.826599733,0.03901424,0.017498818,0.022608531,-0.021316318,0.133945566,4.025351691,0.408134606,0.328187353,0.516941459,0,0.272799478,0.652003652,0.21038616,0.283851145,0.277020702,0.264532331,0.091568233,0.116405658,0.015446511,0.418154714,-0.053662095,0.093676624,0.00642111,-0.015204556
경농,2100,2011,1,1957,12,20,0,0.0176,0.578,85897543000,70007203000,1.77E+11,1.21E+11,79073941000,1045499000,280815000,9714905000,3154155000,14271710000,7498227000,47135730000,23178207000,0,0.015183163,30724888000,24782041000,4858758000,65184000000,1.46E+11,1.99E+11,50443824000,1.48E+11,1.43E+11,82103000000,9486115000,1.13E+11,43354523000,26.01554468,0.253746759,2.596016591,-0.155999541,0.015866295,0.021261275,0.071790754,0.120513144,4.007333185,0.401024842,0.446413832,0.542649507,0,0.350830809,0.199378936,0.255450656,0.149689511,0.294096749,0.078777377,0.123718569,0.095774796,0.157250968,-0.003924013,0.067318817,-0.043716517,0.087411253,-0.150044079
경농,2100,2012,1,1957,12,20,0,0.0142,0.6015,88973571000,69708618000,2.03E+11,1.31E+11,83085935000,1078131000,346886000,11173839000,6590012000,12031973000,7345176000,51459712000,29819161000,83245000,0.017000511,51967451000,45244293000,9520341000,69305000000,1.52E+11,1.77E+11,30724888000,1.46E+11,1.21E+11,65184000000,3154155000,85897543000,24782041000,25.89795614,0.173840461,3.466120607,0.085258482,0.037286083,0.045131819,0.068076529,0.121970567,4.025351691,0.457630427,0.457458,0.596028029,0,0.307796643,0.30762375,0.290810618,0.350580872,0.287413345,0.137462998,0.067808559,0.05645363,0.114216802,0.104320801,0.102678778,0.157174844,0.08072785,-0.091358458
경농,2100,2013,1,1957,12,20,0,0.0113,0.6015,90491612000,70268926000,2.15E+11,1.39E+11,85548073000,1165202000,374639000,13260133000,13751960000,16373126000,9443216000,55088070000,29819161000,6326560000,0.024218989,52292130000,40577371000,17982218000,76897000000,1.63E+11,2.03E+11,51967451000,1.52E+11,1.31E+11,69305000000,6590012000,88973571000,45244293000,26.0387731,0.255408851,1.966514782,0.06270662,0.067587927,0.090771865,0.080470395,0.093097574,4.043051268,0.41052737,0.472640883,0.600911556,0,0.235246731,0.190327578,0.322338069,0.271047372,0.264299381,0.186295378,0.083648802,0.081809945,0.04166689,-0.012975371,0.13420623,0.077641344,0.057613885,-0.042526078
경농,2100,2014,1,1957,12,20,0,0.0077,0.6014,92163573000,69968941000,2.31E+11,1.35E+11,81145006000,1387546000,424944000,15336315000,9271741000,14226137000,8965191000,60743502000,32293677000,5476824000,0.023051209,61871897000,46610936000,12292080000,1.01E+11,1.69E+11,2.15E+11,52292130000,1.63E+11,1.39E+11,76897000000,13751960000,90491612000,40577371000,26.09385081,0.243232114,2.230100417,-0.031820474,0.043126665,0.056987969,0.06617159,0.106856837,4.060443011,0.396789685,0.59941199,0.706766989,0,0.245714232,0.526167256,0.260360754,0.230931056,0.26665544,0.330928149,0.008956858,0.002817908,0.052134391,0.322864307,0.072228915,0.037525028,0.059969945,0.102106694
경농,2100,2015,1,1957,12,20,0,0.0076,0.6014,1.11E+11,84302523000,2.65E+11,1.38E+11,84402122000,1546559000,452150000,19475979000,6488880000,-9444978000,6738899000,60862714000,31143360000,2761189000,0.021445908,92052914000,75250424000,8536761000,1.10E+11,1.73E+11,2.31E+11,61871897000,1.69E+11,1.35E+11,1.01E+11,9271741000,92163573000,46610936000,26.16512431,0.26799354,1.977295049,0.020789616,0.028106103,0.038395977,-0.040910223,0.116767296,4.077537444,0.449508897,0.63800596,0.763699806,0,0.239889813,0.325770629,0.239496784,0.326686419,0.261954665,0.311498323,-0.034058618,-0.011011937,0.046309972,0.12246768,0.051364945,0.133280391,0.055269169,0.082676867
경농,2100,2016,1,1957,12,20,0,0.0059,0.6014,1.13E+11,89356248000,2.67E+11,1.43E+11,90377050000,1303851000,580212000,20474340000,5770891000,8683420000,6182209000,60986166000,31522787000,1112074000,0.015237425,89899537000,75688103000,7205070000,1.26E+11,1.77E+11,2.65E+11,92052914000,1.73E+11,1.38E+11,1.10E+11,6488880000,1.11E+11,75250424000,26.303408,0.347226284,1.472723091,0.040697916,0.02176797,0.033346884,0.032754114,0.106941952,4.094344562,0.41428419,0.711917388,0.809052903,0,0.199051362,0.343287574,0.243327077,0.444034116,0.246018283,0.325431595,0.053566592,0.049481634,0.005471522,0.139984625,0.055195238,0.250628088,0.039332788,0.096610139
경농,2100,2017,1,1957,12,20,0,0.0071,0.6013,1.15E+11,91796107000,2.69E+11,1.43E+11,90974073000,1395233000,589098000,21342674000,11539079000,14393946000,6603091000,61075339000,31524381000,3321824000,0.014385504,86007852000,78430974000,14144804000,1.30E+11,1.83E+11,2.67E+11,89899537000,1.77E+11,1.43E+11,1.26E+11,5770891000,1.13E+11,75688103000,26.30909885,0.337179376,1.497434861,-0.000241331,0.043278749,0.065294813,0.053986282,0.098375624,4.110873864,0.424341046,0.712547005,0.804466139,0,0.184217894,0.151255684,0.221197966,0.333788172,0.221711721,0.287298088,0.084579244,0.081434479,-0.009361947,-0.052047265,0.033066127,0.140382144,0.015026226,0.058476632
경농,2100,2018,1,1957,12,20,1,0.0041,0.6013,1.24E+11,91526504000,2.85E+11,1.46E+11,91408676000,1319143000,549349000,24098405000,9613575000,4624400000,7489715000,67819776000,40353085000,0,0.014593544,97965187000,86896477000,15262949000,2.34E+11,1.87E+11,2.69E+11,86007852000,1.83E+11,1.43E+11,1.30E+11,11539079000,1.15E+11,78430974000,26.31785457,0.319771008,1.461942778,0.021243588,0.03574258,0.052544924,0.017193187,0.102119182,4.127134385,0.429885096,1.2523395,1.165610651,0,0.370136466,0.280585423,0.189223833,0.216061837,0.256912822,0.315871246,-0.101498514,-0.094124406,0.176556625,0.077282474,0.001091994,0.022655809,0.050227327,0.08704979
경농,2100,2019,1,1957,12,20,0,0.0129,0.6013,1.39E+11,1.02E+11,2.97E+11,1.51E+11,94631333000,1972967000,678329000,22948270000,7061857000,4392117000,8845351000,64128521000,38668490000,458026000,0.013851591,1.06E+11,80682497000,10238677000,2.46E+11,1.91E+11,2.85E+11,97965187000,1.87E+11,1.46E+11,2.34E+11,9613575000,1.24E+11,86896477000,26.37586685,0.343699061,1.430390026,0.035053318,0.024775675,0.037750479,0.015409214,0.087716524,4.143134726,0.43676219,1.2897356,1.186100027,0,0.310276416,0.675900509,0.280711689,0.218379248,0.269262489,0.335753581,-0.109751475,-0.107940666,0.116696575,0.472597561,0.092579849,0.02497322,0.062576993,0.106932126
경농,2100,2020,1,1957,12,20,0,0.0036,0.6013,1.48E+11,1.07E+11,2.99E+11,1.66E+11,1.08E+11,2168468000,861375000,23534408000,10459504000,8535979000,10194795000,63305883000,38493636000,190810000,0.012202007,1.02E+11,93506837000,15243294000,2.60E+11,1.97E+11,2.97E+11,1.06E+11,1.91E+11,1.51E+11,2.46E+11,7061857000,1.39E+11,80682497000,26.41766135,0.35769016,1.719049436,0.094575673,0.035193831,0.054792607,0.02872161,0.082845485,4.158883083,0.438255189,1.319543703,1.210747642,0,0.31382915,0.192561529,0.346103186,0.439300929,0.284241043,0.301974639,-0.071083451,-0.067830821,0.120249309,-0.01074142,0.157971347,0.245894901,0.077555547,0.073153183
경농,2100,2021,1,1957,12,20,0,0.0103,0.6681,1.47E+11,97573188000,3.13E+11,1.75E+11,1.14E+11,2053668000,814625000,25048682000,24475008000,21191387000,20842730000,83805704000,57963749000,267723000,0.011672088,98782159000,83149668000,28331920000,2.39E+11,2.14E+11,2.99E+11,1.02E+11,1.97E+11,1.66E+11,2.60E+11,10459504000,1.48E+11,93506837000,26.42405113,0.340473181,1.586413173,0.055007189,0.081828247,0.124071143,0.070849989,0.085503325,4.17438727,0.409966469,1.116758176,1.07990136,0,0.136133132,0.192145255,0.312401658,0.386767531,0.241194743,0.261007653,-0.038949339,-0.033582329,-0.057446709,-0.011157694,0.124269819,0.193361503,0.034509247,0.032186197
경농,2100,2022,1,1957,12,20,0,0.0067,0.668,1.74E+11,1.04E+11,3.42E+11,2.03E+11,1.25E+11,2330145000,1191887000,28392447000,18699263000,26521071000,36709866000,89176616000,58183804000,566100000,0.010976696,1.16E+11,97117412000,25169767000,1.97E+11,2.26E+11,3.13E+11,98782159000,2.14E+11,1.75E+11,2.39E+11,24475008000,1.47E+11,83149668000,26.46924721,0.315667964,1.767437712,0.159193631,0.059755307,0.087319173,0.084750653,0.097231507,4.189654742,0.423972141,0.872816438,0.91601484,0,0.25707445,0.181911656,0.198293989,0.192290874,0.253986873,0.256355945,-0.004384193,-0.009520033,0.063494609,-0.021391293,0.01016215,-0.001115154,0.047301378,0.027534489
경농,2100,2023,1,1957,12,20,0,0.0153,0.668,1.84E+11,1.11E+11,3.51E+11,2.23E+11,1.37E+11,2587953000,1177689000,42253514000,22638662000,11088813000,27090155000,86246129000,56906730000,728162000,0.00988433,1.11E+11,1.02E+11,28893686000,1.99E+11,2.40E+11,3.42E+11,1.16E+11,2.26E+11,2.03E+11,1.97E+11,18699263000,1.74E+11,97117412000,26.55839401,0.339653968,1.790696842,0.10274908,0.066173909,0.100210958,0.032413139,0.083632036,4.204692619,0.447104456,0.828014739,0.8823875,0,0.216484114,0.200720358,0.193029745,0.187330878,0.227508855,0.238026513,-0.051468765,-0.028033107,0.022904273,-0.002582591,0.004897906,-0.00607515,0.02082336,0.009205057
